"versjon";"dagsorden_nummer";"fotnote";"id";"ikke_motedag_tekst";"kveldsmote";"merknad";"mote_dato_tid";"mote_rekkefolge";"mote_ting";"referat_id";"tilleggsdagsorden";"parl_session"
"1.3";"-1";" ";"547";NA;"ikke_spesifisert";NA;"1999-10-01T13:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"-1";" ";"609";NA;"ikke_spesifisert";NA;"1999-10-01T13:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"-1";" ";"610";NA;"ikke_spesifisert";NA;"1999-10-01T13:00:00";"3";"lagting";NA;NA;"1999-2000"
"1.3";"-1";" ";"548";NA;"ikke_spesifisert";NA;"1999-10-02T13:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"1";" ";"549";NA;"ikke_spesifisert";NA;"1999-10-04T11:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"2";" ";"551";NA;"ikke_spesifisert";NA;"1999-10-06T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"1";" ";"552";NA;"ikke_spesifisert";NA;"1999-10-06T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"3";" ";"554";NA;"ja";NA;"1999-10-12T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"3";" ";"555";NA;"ja";NA;"1999-10-13T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"4";" ";"563";NA;"ikke_spesifisert";NA;"1999-10-19T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"2";" ";"568";NA;"ikke_spesifisert";NA;"1999-10-19T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"1";" ";"569";NA;"ikke_spesifisert";NA;"1999-10-19T10:00:00";"3";"lagting";NA;NA;"1999-2000"
"1.3";"5";" ";"565";NA;"ikke_spesifisert";NA;"1999-10-20T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"6";" ";"570";NA;"ikke_spesifisert";NA;"1999-10-21T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"3";" ";"567";NA;"ikke_spesifisert";NA;"1999-10-21T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"7";" ";"560";NA;"ikke_spesifisert";NA;"1999-10-26T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"4";" ";"561";NA;"ikke_spesifisert";NA;"1999-10-26T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"8";" ";"562";NA;"ikke_spesifisert";NA;"1999-10-27T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"9";" ";"564";NA;"ikke_spesifisert";NA;"1999-10-28T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"10";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid til dagens kart er ferdigbehandlet.";"571";NA;"ikke_spesifisert";NA;"1999-11-02T12:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"11";" ";"572";NA;"ikke_spesifisert";NA;"1999-11-03T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"12";" ";"573";NA;"ikke_spesifisert";NA;"1999-11-04T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"2";" ";"574";NA;"ikke_spesifisert";NA;"1999-11-04T10:00:00";"2";"lagting";NA;NA;"1999-2000"
"1.3";"13";" ";"575";NA;"ja";NA;"1999-11-16T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"5";" ";"576";NA;"ja";NA;"1999-11-16T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"14";" ";"577";NA;"ikke_spesifisert";NA;"1999-11-17T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"15";" ";"578";NA;"ikke_spesifisert";NA;"1999-11-18T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"6";" ";"579";NA;"ikke_spesifisert";NA;"1999-11-18T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"16";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet avbrytes etter at sak nr. 6 er ferdigbehandlet, og settes igjen kl. 18.00 for kveldsmøte for behandling av sakene 7 og 8.

Ved behandlingen av grunnlovsforslagene vil det bli foreslått votering etter hver enkelt sak.";"580";NA;"ja";NA;"1999-11-23T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"17";" ";"581";NA;"ikke_spesifisert";NA;"1999-11-24T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"18";" ";"582";NA;"ja";NA;"1999-11-25T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"18";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid til dagens kart er ferdigbehandlet.";"583";NA;"ikke_spesifisert";NA;"1999-11-26T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"19";" ";"584";NA;"ja";NA;"1999-11-30T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"7";" ";"585";NA;"ja";NA;"1999-11-30T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"20";" ";"586";NA;"ikke_spesifisert";NA;"1999-12-01T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"21";" ";"587";NA;"ikke_spesifisert";NA;"1999-12-02T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"3";" ";"589";NA;"ikke_spesifisert";NA;"1999-12-02T10:00:00";"2";"lagting";NA;NA;"1999-2000"
"1.3";"22";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid til dagens kart er ferdigbehandlet.";"588";NA;"ikke_spesifisert";NA;"1999-12-03T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"23";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid til dagens kart er ferdigbehandlet.";"590";NA;"ikke_spesifisert";NA;"1999-12-06T12:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"24";"Det vil bli foreslått votering etter sakene 1-2, og deretter samlet votering etter sakene 3-11.";"591";NA;"ja";NA;"1999-12-07T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"8";" ";"592";NA;"ja";NA;"1999-12-07T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"25";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid til dagens kart er ferdigbehandlet.";"593";NA;"ikke_spesifisert";NA;"1999-12-08T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"9";" ";"608";NA;"ikke_spesifisert";NA;"1999-12-08T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"26";"Det vil bli foreslått votering etter hver enkelt sak.";"594";NA;"ja";NA;"1999-12-09T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"4";" ";"595";NA;"ja";NA;"1999-12-09T10:00:00";"2";"lagting";NA;NA;"1999-2000"
"1.3";"27";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet avbrytes kl. 12.15 og settes igjen kl. 15.00 p.g.a. utdelingen av Nobels fredspris. Det vil også bli foreslått at formiddagsmøtet fortsetter utover reglementsmessig tid til dagens kart er ferdigbehandlet.";"596";NA;"ikke_spesifisert";NA;"1999-12-10T09:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"28";" ";"597";NA;"ja";NA;"1999-12-13T12:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"29";"Det vil bli foreslått samlet votering etter sakene 1 - 4, og deretter votering over sak 5 og 6.";"598";NA;"ja";NA;"1999-12-14T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"10";" ";"601";NA;"ja";NA;"1999-12-14T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"5";" ";"619";NA;"ja";NA;"1999-12-14T10:00:00";"3";"lagting";NA;NA;"1999-2000"
"1.3";"30";"Det vil bli foreslått votering etter sak nr. 1, og deretter samlet votering for sakene 2-6.";"599";NA;"ja";NA;"1999-12-15T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"31";" ";"600";NA;"ja";NA;"1999-12-16T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"11";" ";"602";NA;"ja";NA;"1999-12-16T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"32";" ";"603";NA;"ikke_spesifisert";NA;"1999-12-17T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"12";" ";"604";NA;"ikke_spesifisert";NA;"1999-12-17T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"13";"Vil bli foreslått behandlet etter dagsorden nr. 12.";"630";NA;"ikke_spesifisert";NA;"1999-12-17T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"33";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet avbrytes kl. 13.45 og settes igjen for kveldsmøte kl. 16.00 p.g.a. Stortingets julelunsj.";"605";NA;"ikke_spesifisert";NA;"1999-12-20T12:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"6";" ";"618";NA;"ikke_spesifisert";NA;"1999-12-20T12:00:00";"2";"lagting";NA;NA;"1999-2000"
"1.3";"34";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid til dagens kart er ferdigbehandlet.";"606";NA;"ikke_spesifisert";NA;"1999-12-21T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"14";" ";"638";NA;"ikke_spesifisert";NA;"1999-12-21T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"35";" ";"620";NA;"ikke_spesifisert";NA;"2000-01-11T12:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"36";" ";"611";NA;"ikke_spesifisert";NA;"2000-01-12T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"37";" ";"615";NA;"ikke_spesifisert";NA;"2000-01-19T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"38";" ";"616";NA;"ikke_spesifisert";NA;"2000-01-20T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"15";" ";"639";NA;"ikke_spesifisert";NA;"2000-01-20T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"39";" ";"617";NA;"ikke_spesifisert";NA;"2000-01-26T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"40";" ";"622";NA;"ja";NA;"2000-01-27T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"41";" ";"623";NA;"ikke_spesifisert";NA;"2000-01-28T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"42";" ";"624";NA;"ikke_spesifisert";NA;"2000-02-01T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"16";" ";"640";NA;"ikke_spesifisert";NA;"2000-02-01T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"43";" ";"625";NA;"ikke_spesifisert";NA;"2000-02-02T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"44";" ";"626";NA;"ja";NA;"2000-02-03T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"45";" ";"627";NA;"ikke_spesifisert";NA;"2000-02-08T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"17";" ";"641";NA;"ikke_spesifisert";NA;"2000-02-08T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"46";" ";"628";NA;"ikke_spesifisert";NA;"2000-02-09T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"47";" ";"629";NA;"ikke_spesifisert";NA;"2000-02-10T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"48";" ";"631";NA;"ikke_spesifisert";NA;"2000-02-15T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"18";" ";"642";NA;"ikke_spesifisert";NA;"2000-02-15T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"49";" ";"632";NA;"ikke_spesifisert";NA;"2000-02-16T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"50";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid til dagens kart er ferdigbehandlet.";"633";NA;"ikke_spesifisert";NA;"2000-02-17T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"7";" ";"643";NA;"ikke_spesifisert";NA;"2000-02-17T10:00:00";"2";"lagting";NA;NA;"1999-2000"
"1.3";"51";" ";"634";NA;"ikke_spesifisert";NA;"2000-02-22T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"52";"Ved møtets begynnelse vil presidenten foreslå at Stortingets møte avbrytes etter at sak nr. 1 er ferdigbehandlet og settes igjen kl. 19.30 for kveldsmøte for behandling av sak nr. 2.";"635";NA;"ja";NA;"2000-02-23T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"53";" ";"636";NA;"ikke_spesifisert";NA;"2000-02-24T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"19";" ";"637";NA;"ikke_spesifisert";NA;"2000-02-24T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"8";" ";"644";NA;"ikke_spesifisert";NA;"2000-02-24T10:00:00";"3";"lagting";NA;NA;"1999-2000"
"1.3";"54";" ";"645";NA;"ikke_spesifisert";NA;"2000-02-29T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"55";" ";"646";NA;"ikke_spesifisert";NA;"2000-03-01T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"56";" ";"647";NA;"ja";NA;"2000-03-02T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"57";" ";"648";NA;"ja";NA;"2000-03-07T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"20";" ";"649";NA;"ja";NA;"2000-03-07T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"9";" ";"662";NA;"ja";NA;"2000-03-07T10:00:00";"3";"lagting";NA;NA;"1999-2000"
"1.3";"58";" ";"650";NA;"ikke_spesifisert";NA;"2000-03-08T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"59";" ";"651";NA;"ja";NA;"2000-03-09T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"60";" ";"663";NA;"ikke_spesifisert";NA;"2000-03-22T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"61";" ";"664";NA;"ja";NA;"2000-03-23T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"21";" ";"665";NA;"ja";NA;"2000-03-23T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"62";" ";"667";NA;"ikke_spesifisert";NA;"2000-03-28T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"22";" ";"668";NA;"ikke_spesifisert";NA;"2000-03-28T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"10";" ";"669";NA;"ikke_spesifisert";NA;"2000-03-28T10:00:00";"3";"lagting";NA;NA;"1999-2000"
"1.3";"63";" ";"666";NA;"ikke_spesifisert";NA;"2000-03-29T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"64";" ";"670";NA;"ikke_spesifisert";NA;"2000-03-30T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"65";" ";"671";NA;"ja";NA;"2000-04-04T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"23";" ";"702";NA;"ja";NA;"2000-04-04T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"66";" ";"672";NA;"ikke_spesifisert";NA;"2000-04-05T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"67";"Ved møtets begynnelse vil presidenten foreslå at sakene på dagens kart utsettes og føres opp senere.";"674";NA;"ikke_spesifisert";NA;"2000-04-10T13:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"68";" ";"675";NA;"ikke_spesifisert";NA;"2000-04-11T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"24";" ";"701";NA;"ikke_spesifisert";NA;"2000-04-11T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"11";" ";"679";NA;"ikke_spesifisert";NA;"2000-04-11T10:00:00";"3";"lagting";NA;NA;"1999-2000"
"1.3";"69";" ";"676";NA;"ikke_spesifisert";NA;"2000-04-12T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"70";" ";"677";NA;"ja";NA;"2000-04-13T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"71";" ";"678";NA;"ikke_spesifisert";NA;"2000-04-14T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"12";" ";"704";NA;"ikke_spesifisert";NA;"2000-04-14T10:00:00";"2";"lagting";NA;NA;"1999-2000"
"1.3";"72";" ";"680";NA;"ja";NA;"2000-05-02T12:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"25";" ";"716";NA;"ja";NA;"2000-05-02T12:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"73";" ";"682";NA;"ikke_spesifisert";NA;"2000-05-03T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"74";" ";"683";NA;"ikke_spesifisert";NA;"2000-05-04T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"75";" ";"684";NA;"ja";NA;"2000-05-09T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"26";" ";"705";NA;"ja";NA;"2000-05-09T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"76";" ";"685";NA;"ikke_spesifisert";NA;"2000-05-10T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"77";" ";"686";NA;"ja";NA;"2000-05-11T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"27";" ";"706";NA;"ja";NA;"2000-05-11T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"78";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 15.00 til dagens kart er ferdigbehandlet.";"687";NA;"ikke_spesifisert";NA;"2000-05-16T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"28";" ";"717";NA;"ikke_spesifisert";NA;"2000-05-16T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"79";" ";"688";NA;"ja";NA;"2000-05-18T12:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"29";" ";"722";NA;"ja";NA;"2000-05-18T12:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"80";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 15.00 til dagens kart er ferdigbehandlet.";"689";NA;"ikke_spesifisert";NA;"2000-05-19T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"81";" ";"690";NA;"ikke_spesifisert";NA;"2000-05-24T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"82";" ";"691";NA;"ikke_spesifisert";NA;"2000-05-25T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"30";" ";"719";NA;"ikke_spesifisert";NA;"2000-05-25T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"13";" ";"723";NA;"ikke_spesifisert";NA;"2000-05-25T10:00:00";"3";"lagting";NA;NA;"1999-2000"
"1.3";"83";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 15.00 til dagens kart er ferdigbehandlet.";"692";NA;"ikke_spesifisert";NA;"2000-05-26T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"31";" ";"720";NA;"ikke_spesifisert";NA;"2000-05-26T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"84";" ";"693";NA;"ja";NA;"2000-05-30T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"32";" ";"726";NA;"ja";NA;"2000-05-30T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"85";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 15.00 til dagens kart er ferdigbehandlet.";"694";NA;"ikke_spesifisert";NA;"2000-05-31T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"86";" ";"729";NA;"ja";NA;"2000-06-05T12:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"33";" ";"730";NA;"ja";NA;"2000-06-05T12:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"34";" ";"731";NA;"ja";NA;"2000-06-06T10:00:00";"1";"odelsting";NA;NA;"1999-2000"
"1.3";"87";" ";"732";NA;"ja";NA;"2000-06-06T10:00:00";"2";"storting";NA;NA;"1999-2000"
"1.3";"14";" ";"733";NA;"ja";NA;"2000-06-06T10:00:00";"3";"lagting";NA;NA;"1999-2000"
"1.3";"88";" ";"734";NA;"ikke_spesifisert";NA;"2000-06-07T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"35";" ";"727";NA;"ja";NA;"2000-06-08T10:00:00";"1";"odelsting";NA;NA;"1999-2000"
"1.3";"89";" ";"735";NA;"ja";NA;"2000-06-08T10:00:00";"2";"storting";NA;NA;"1999-2000"
"1.3";"90";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid tid kl. 15.00 til dagens kart er ferdigbehandlet";"736";NA;"ikke_spesifisert";NA;"2000-06-09T09:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"36";" ";"746";NA;"ikke_spesifisert";NA;"2000-06-09T09:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"15";" ";"737";NA;"ikke_spesifisert";NA;"2000-06-09T09:00:00";"3";"lagting";NA;NA;"1999-2000"
"1.3";"91";" ";"747";NA;"ja";NA;"2000-06-13T12:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"37";" ";"748";NA;"ja";NA;"2000-06-13T12:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"16";" ";"728";NA;"ja";NA;"2000-06-13T12:00:00";"3";"lagting";NA;NA;"1999-2000"
"1.3";"92";" ";"749";NA;"ja";NA;"2000-06-14T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"93";" ";"803";NA;"ja";NA;"2000-06-14T10:00:00";"2";"storting";NA;NA;"1999-2000"
"1.3";"94";" ";"750";NA;"ja";NA;"2000-06-15T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"95";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid tid kl. 15.00 til dagens kart er ferdigbehandlet";"751";NA;"ikke_spesifisert";NA;"2000-06-16T10:00:00";"1";"storting";NA;NA;"1999-2000"
"1.3";"38";" ";"852";NA;"ikke_spesifisert";NA;"2000-06-16T10:00:00";"2";"odelsting";NA;NA;"1999-2000"
"1.3";"17";" ";"752";NA;"ikke_spesifisert";NA;"2000-06-16T10:00:00";"3";"lagting";NA;NA;"1999-2000"
"1.3";"39";" ";"853";NA;"ikke_spesifisert";NA;"2000-09-28T13:00:00";"1";"odelsting";NA;NA;"1999-2000"
"1.3";"96";" ";"854";NA;"ikke_spesifisert";NA;"2000-09-28T13:00:00";"2";"storting";NA;NA;"1999-2000"
"1.3";"-1";" ";"855";NA;"ikke_spesifisert";NA;"2000-10-02T13:00:00";"1";"storting";NA;NA;"2000-2001"
"1.3";"-1";" ";"856";NA;"ikke_spesifisert";NA;"2000-10-03T13:00:00";"1";"storting";NA;NA;"2000-2001"
"1.3";"1";" ";"857";NA;"ikke_spesifisert";NA;"2000-10-04T10:00:00";"1";"storting";NA;NA;"2000-2001"
"1.3";"2";" ";"858";NA;"ja";NA;"2000-10-10T10:00:00";"1";"storting";NA;NA;"2000-2001"
"1.3";"2";" ";"859";NA;"ikke_spesifisert";NA;"2000-10-11T10:00:00";"1";"storting";NA;NA;"2000-2001"
"1.3";"3";" ";"860";NA;"ikke_spesifisert";NA;"2000-10-12T10:00:00";"1";"storting";NA;NA;"2000-2001"
"1.3";"1";" ";"861";NA;"ikke_spesifisert";NA;"2000-10-12T10:00:00";"2";"odelsting";NA;NA;"2000-2001"
"1.3";"4";" ";"862";NA;"ikke_spesifisert";NA;"2000-10-18T10:00:00";"1";"storting";NA;NA;"2000-2001"
"1.3";"5";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl.15.00 til dagens kart er ferdigbehandlet.";"863";NA;"ikke_spesifisert";NA;"2000-10-19T10:00:00";"1";"storting";NA;NA;"2000-2001"
"1.3";"2";" ";"905";NA;"ikke_spesifisert";NA;"2000-10-19T10:00:00";"2";"odelsting";NA;NA;"2000-2001"
"1.3";"6";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl.15.00 til dagens kart er ferdigbehandlet.";"864";NA;"ikke_spesifisert";NA;"2000-10-20T10:00:00";"1";"storting";NA;NA;"2000-2001"
"1.3";"7";"Vil bli foreslått behandlet før dagsorden nr. 6.";"947";NA;"ikke_spesifisert";NA;"2000-10-20T10:00:00";"1";"storting";NA;NA;"2000-2001"
"1.3";"8";" ";"866";NA;"ikke_spesifisert";NA;"2000-10-25T10:00:00";"1";"storting";NA;NA;"2000-2001"
"1.3";"9";" ";"867";NA;"ikke_spesifisert";NA;"2000-10-26T10:00:00";"1";"storting";NA;NA;"2000-2001"
"1.3";"3";" ";"906";NA;"ikke_spesifisert";NA;"2000-10-26T10:00:00";"2";"odelsting";NA;NA;"2000-2001"
"1.3";"10";" ";"948";NA;"ikke_spesifisert";NA;"2000-10-31T10:00:00";"1";"storting";NA;NA;"2000-2001"
"1.3";"1";" ";"907";NA;"ikke_spesifisert";NA;"2000-10-31T10:00:00";"2";"lagting";NA;NA;"2000-2001"
"1.3";"11";" ";"949";NA;"ikke_spesifisert";NA;"2000-11-01T10:00:00";"1";"storting";NA;NA;"2000-2001"
"1.3";"12";" ";"950";NA;"ikke_spesifisert";NA;"2000-11-02T10:00:00";"1";"storting";NA;NA;"2000-2001"
"1.3";"13";" ";"951";NA;"ikke_spesifisert";NA;"2000-11-03T10:00:00";"1";"storting";NA;NA;"2000-2001"
"1.3";"4";" ";"952";NA;"ikke_spesifisert";NA;"2000-11-03T10:00:00";"2";"odelsting";NA;NA;"2000-2001"
"1.3";"14";" ";"953";NA;"ja";NA;"2000-11-14T10:00:00";"1";"storting";NA;NA;"2000-2001"
"1.3";"5";" ";"954";NA;"ja";NA;"2000-11-14T10:00:00";"2";"odelsting";NA;NA;"2000-2001"
"1.3";"15";" ";"955";NA;"ikke_spesifisert";NA;"2000-11-15T10:00:00";"1";"storting";NA;NA;"2000-2001"
"1.3";"16";" ";"956";NA;"ikke_spesifisert";NA;"2000-11-16T10:00:00";"1";"storting";NA;NA;"2000-2001"
"1.3";"6";" ";"957";NA;"ikke_spesifisert";NA;"2000-11-16T10:00:00";"2";"odelsting";NA;NA;"2000-2001"
"1.3";"17";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid tid kl. 15.00 til dagens kart er ferdigbehandlet.";"958";NA;"ikke_spesifisert";NA;"2000-11-17T10:00:00";"1";"storting";NA;NA;"2000-2001"
"1.3";"18";" ";"959";NA;"ikke_spesifisert";NA;"2000-11-22T10:00:00";"1";"storting";NA;NA;"2000-2001"
