"versjon";"dagsorden_nummer";"fotnote";"id";"ikke_motedag_tekst";"kveldsmote";"merknad";"mote_dato_tid";"mote_rekkefolge";"mote_ting";"referat_id";"tilleggsdagsorden";"parl_session"
"1.3";"70";" ";"5148";NA;"kanskje";NA;"2005-04-19T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"28";" ";"5149";NA;"kanskje";NA;"2005-04-19T10:00:00";"2";"odelsting";NA;NA;"2004-2005"
"1.3";"71";NA;"5150";NA;"ikke_spesifisert";NA;"2005-04-20T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"72";" ";"5151";NA;"kanskje";NA;"2005-04-25T12:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"29";" ";"5152";NA;"kanskje";NA;"2005-04-25T12:00:00";"2";"odelsting";NA;NA;"2004-2005"
"1.3";"73";" ";"5153";NA;"ikke_spesifisert";NA;"2005-04-26T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"9";" ";"5154";NA;"ikke_spesifisert";NA;"2005-04-26T10:00:00";"2";"lagting";NA;NA;"2004-2005"
"1.3";"74";" ";"5155";NA;"ikke_spesifisert";NA;"2005-04-27T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"75";NA;"5156";NA;"ikke_spesifisert";NA;"2005-05-09T12:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"76";" ";"5157";NA;"ikke_spesifisert";NA;"2005-05-10T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"77";" ";"5158";NA;"ikke_spesifisert";NA;"2005-05-11T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"78";" ";"5159";NA;"ikke_spesifisert";NA;"2005-05-12T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"30";" ";"5160";NA;"ikke_spesifisert";NA;"2005-05-12T10:00:00";"2";"odelsting";NA;NA;"2004-2005"
"1.3";"79";NA;"5173";NA;"ikke_spesifisert";NA;"2005-05-18T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"80";" ";"5174";NA;"kanskje";NA;"2005-05-19T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"31";" ";"5175";NA;"kanskje";NA;"2005-05-19T10:00:00";"2";"odelsting";NA;NA;"2004-2005"
"1.3";"81";" ";"5176";NA;"ja";NA;"2005-05-24T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"32";" ";"5177";NA;"ja";NA;"2005-05-24T10:00:00";"2";"odelsting";NA;NA;"2004-2005"
"1.3";"82";" ";"5178";NA;"ikke_spesifisert";NA;"2005-05-25T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"83";" ";"5179";NA;"ja";NA;"2005-05-26T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"33";" ";"5180";NA;"ja";NA;"2005-05-26T10:00:00";"2";"odelsting";NA;NA;"2004-2005"
"1.3";"10";" ";"5181";NA;"ja";NA;"2005-05-26T10:00:00";"3";"lagting";NA;NA;"2004-2005"
"1.3";"84";" ";"5182";NA;"ikke_spesifisert";NA;"2005-05-27T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"85";" ";"5193";NA;"ikke_spesifisert";NA;"2005-05-30T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"86";" ";"5194";NA;"ja";NA;"2005-05-31T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"34";" ";"5195";NA;"ja";NA;"2005-05-31T10:00:00";"2";"odelsting";NA;NA;"2004-2005"
"1.3";"87";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 15.00 til dagens kart er ferdigbehandlet";"5172";NA;"ikke_spesifisert";NA;"2005-06-01T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"35";" ";"5186";NA;"ikke_spesifisert";NA;"2005-06-01T10:00:00";"2";"odelsting";NA;NA;"2004-2005"
"1.3";"88";" ";"5196";NA;"ja";NA;"2005-06-02T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"36";" ";"5197";NA;"ja";NA;"2005-06-02T10:00:00";"2";"odelsting";NA;NA;"2004-2005"
"1.3";"89";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 15.00 til dagens kart er ferdigbehandlet";"5198";NA;"ikke_spesifisert";NA;"2005-06-03T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"90";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 13.00 til dagens kart er ferdigbehandlet";"5199";NA;"ikke_spesifisert";NA;"2005-06-04T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"37";" ";"5200";NA;"ikke_spesifisert";NA;"2005-06-04T10:00:00";"2";"odelsting";NA;NA;"2004-2005"
"1.3";"91";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet fortsetter utover reglementsmessig tid til 
kl. 16.00";"5201";NA;"ja";NA;"2005-06-06T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"38";" ";"5202";NA;"ja";NA;"2005-06-06T10:00:00";"2";"odelsting";NA;NA;"2004-2005"
"1.3";"-1";NA;"5192";NA;"ikke_spesifisert";NA;"2005-06-07T10:35:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"92";" ";"5216";NA;"ja";NA;"2005-06-08T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"11";" ";"5204";NA;"ja";NA;"2005-06-08T10:00:00";"2";"lagting";NA;NA;"2004-2005"
"1.3";"93";" ";"5217";NA;"ja";NA;"2005-06-09T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"39";" ";"5218";NA;"ja";NA;"2005-06-09T10:00:00";"2";"odelsting";NA;NA;"2004-2005"
"1.3";"94";NA;"5219";NA;"ikke_spesifisert";NA;"2005-06-10T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"40";" ";"5220";NA;"ikke_spesifisert";NA;"2005-06-10T10:00:00";"2";"odelsting";NA;NA;"2004-2005"
"1.3";"95";" ";"5221";NA;"ja";NA;"2005-06-13T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"41";NA;"5230";NA;"ja";NA;"2005-06-13T10:00:00";"2";"odelsting";NA;NA;"2004-2005"
"1.3";"42";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet fortsetter utover reglementsmessig tid til 
kl. 16.00. Kveldsmøte settes kl. 18.00";"5226";NA;"ja";NA;"2005-06-14T10:00:00";"1";"odelsting";NA;NA;"2004-2005"
"1.3";"96";" ";"5223";NA;"ja";NA;"2005-06-14T10:00:00";"2";"storting";NA;NA;"2004-2005"
"1.3";"12";" ";"5212";NA;"ja";NA;"2005-06-14T10:00:00";"3";"lagting";NA;NA;"2004-2005"
"1.3";"97";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 15.00 til dagens kart er ferdigbehandlet";"5227";NA;"ikke_spesifisert";NA;"2005-06-15T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"98";" ";"5225";NA;"ja";NA;"2005-06-16T10:00:00";"1";"storting";NA;NA;"2004-2005"
"1.3";"13";NA;"5215";NA;"ikke_spesifisert";NA;"2005-06-17T09:00:00";"1";"lagting";NA;NA;"2004-2005"
"1.3";"99";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 15.00 til dagens kart er ferdigbehandlet";"5228";NA;"ikke_spesifisert";NA;"2005-06-17T09:00:00";"2";"storting";NA;NA;"2004-2005"
"1.3";"43";" ";"5229";NA;"ikke_spesifisert";NA;"2005-06-17T09:00:00";"3";"odelsting";NA;NA;"2004-2005"
"1.3";"-1";" ";"5231";NA;"ikke_spesifisert";NA;"2005-10-01T12:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"1";" ";"5232";NA;"ikke_spesifisert";NA;"2005-10-07T13:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"2";" ";"5233";NA;"ikke_spesifisert";NA;"2005-10-10T13:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"-1";NA;"5910";NA;"ikke_spesifisert";NA;"2005-10-10T13:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"-1";" ";"5234";NA;"ikke_spesifisert";NA;"2005-10-11T13:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"1";" ";"5236";NA;"ikke_spesifisert";NA;"2005-10-14T09:50:00";"1";"odelsting";NA;NA;"2005-2006"
"1.3";"3";NA;"5235";NA;"ikke_spesifisert";NA;"2005-10-14T10:00:00";"2";"storting";NA;NA;"2005-2006"
"1.3";"4";NA;"5237";NA;"ikke_spesifisert";NA;"2005-10-19T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"5";NA;"5238";NA;"ja";NA;"2005-10-20T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"6";"Vil bli foreslått behandlet etter sak nr. 3 på dagsorden nr. 5";"5269";NA;"ja";NA;"2005-10-20T10:00:00";"2";"storting";NA;NA;"2005-2006"
"1.3";"2";NA;"5239";NA;"ja";NA;"2005-10-20T10:00:00";"3";"odelsting";NA;NA;"2005-2006"
"1.3";"7";" ";"5270";NA;"ikke_spesifisert";NA;"2005-11-02T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"8";" ";"5271";NA;"ikke_spesifisert";NA;"2005-11-03T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"9";NA;"5273";NA;"ikke_spesifisert";NA;"2005-11-09T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"10";NA;"5274";NA;"ikke_spesifisert";NA;"2005-11-10T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"11";" ";"5275";NA;"ikke_spesifisert";NA;"2005-11-15T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"3";" ";"5362";NA;"ikke_spesifisert";NA;"2005-11-15T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"12";NA;"5276";NA;"ikke_spesifisert";NA;"2005-11-16T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"13";" ";"5363";NA;"ikke_spesifisert";NA;"2005-11-22T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"4";NA;"5507";NA;"ikke_spesifisert";NA;"2005-11-22T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"14";" ";"5364";NA;"ikke_spesifisert";NA;"2005-11-23T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"15";" ";"5365";NA;"ja";NA;"2005-11-24T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"16";NA;"5366";NA;"ikke_spesifisert";NA;"2005-11-25T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"17";" ";"5508";NA;"ikke_spesifisert";NA;"2005-11-29T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"5";" ";"5509";NA;"ikke_spesifisert";NA;"2005-11-29T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"18";" ";"5510";NA;"ikke_spesifisert";NA;"2005-11-30T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"19";" ";"5511";NA;"ikke_spesifisert";NA;"2005-12-01T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"20";NA;"5512";NA;"ikke_spesifisert";NA;"2005-12-02T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"21";" ";"5519";NA;"ikke_spesifisert";NA;"2005-12-05T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"6";" ";"5520";NA;"ikke_spesifisert";NA;"2005-12-05T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"22";NA;"5521";NA;"ikke_spesifisert";NA;"2005-12-06T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"23";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 15.00 til dagens kart er ferdigbehandlet";"5522";NA;"ikke_spesifisert";NA;"2005-12-07T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"24";" ";"5523";NA;"ikke_spesifisert";NA;"2005-12-08T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"7";" ";"5524";NA;"ikke_spesifisert";NA;"2005-12-08T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"1";" ";"5518";NA;"ikke_spesifisert";NA;"2005-12-08T10:00:00";"3";"lagting";NA;NA;"2005-2006"
"1.3";"25";NA;"5525";NA;"ikke_spesifisert";NA;"2005-12-09T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"26";" ";"5526";NA;"kanskje";NA;"2005-12-12T12:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"27";" ";"5527";NA;"ja";NA;"2005-12-13T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"8";" ";"5528";NA;"ja";NA;"2005-12-13T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"28";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 15.00 til dagens kart er ferdigbehandlet";"5529";NA;"ikke_spesifisert";NA;"2005-12-14T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"29";" ";"5530";NA;"ja";NA;"2005-12-15T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"9";" ";"5531";NA;"ja";NA;"2005-12-15T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"2";" ";"5532";NA;"ja";NA;"2005-12-15T10:00:00";"3";"lagting";NA;NA;"2005-2006"
"1.3";"30";" ";"5533";NA;"ikke_spesifisert";NA;"2005-12-16T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"10";" ";"5534";NA;"ikke_spesifisert";NA;"2005-12-16T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"31";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig avbrytes kl. 13.45 og settes igjen kl. 16.00 pga. Stortingets julelunsj";"5535";NA;"ikke_spesifisert";NA;"2005-12-19T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"32";" ";"5536";NA;"ikke_spesifisert";NA;"2005-12-20T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"3";" ";"5537";NA;"ikke_spesifisert";NA;"2005-12-20T10:00:00";"2";"lagting";NA;NA;"2005-2006"
"1.3";"-1";NA;"-1";"Julaften";"ikke_spesifisert";NA;"2005-12-24T00:00:00";"1";"ikke_spesifisert";NA;NA;"2005-2006"
"1.3";"-1";NA;"-1";"Juledag";"ikke_spesifisert";NA;"2005-12-25T00:00:00";"1";"ikke_spesifisert";NA;NA;"2005-2006"
"1.3";"-1";NA;"-1";"2. juledag";"ikke_spesifisert";NA;"2005-12-26T00:00:00";"1";"ikke_spesifisert";NA;NA;"2005-2006"
"1.3";"-1";NA;"-1";"Nyttårsaften";"ikke_spesifisert";NA;"2005-12-31T00:00:00";"1";"ikke_spesifisert";NA;NA;"2005-2006"
"1.3";"-1";NA;"-1";"Nyttårsdag";"ikke_spesifisert";NA;"2006-01-01T00:00:00";"1";"ikke_spesifisert";NA;NA;"2005-2006"
"1.3";"33";" ";"5538";NA;"ikke_spesifisert";NA;"2006-01-10T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"11";" ";"5539";NA;"ikke_spesifisert";NA;"2006-01-10T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"34";NA;"5388";NA;"ikke_spesifisert";NA;"2006-01-11T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"35";NA;"5540";NA;"ikke_spesifisert";NA;"2006-01-12T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"36";NA;"5391";NA;"ikke_spesifisert";NA;"2006-01-18T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"37";NA;"5542";NA;"ikke_spesifisert";NA;"2006-01-19T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"38";" ";"5543";NA;"ikke_spesifisert";NA;"2006-01-31T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"39";NA;"5394";NA;"ikke_spesifisert";NA;"2006-02-01T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"40";"Det vil bli foreslått samlet votering etter sakene 1 og 2, og deretter samlet votering etter sakene 3-8";"5544";NA;"ikke_spesifisert";NA;"2006-02-02T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"12";" ";"5587";NA;"ikke_spesifisert";NA;"2006-02-02T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"41";"Det vil bli foreslått at statsministerens redegjørelse umiddelbart følges av en debatt. I debatten som følger kan en representant fra hver partigruppe få ordet en gang i inntil fem minutter. Redegjørelsen vil bli foreslått vedlagt protokollen.";"5398";NA;"ikke_spesifisert";NA;"2006-02-08T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"42";NA;"5589";NA;"kanskje";NA;"2006-02-09T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"13";NA;"5630";NA;"kanskje";NA;"2006-02-09T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"43";NA;"5631";NA;"ikke_spesifisert";NA;"2006-02-14T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"14";NA;"5781";NA;"ikke_spesifisert";NA;"2006-02-14T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"44";NA;"5401";NA;"ikke_spesifisert";NA;"2006-02-15T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"45";NA;"5632";NA;"ikke_spesifisert";NA;"2006-02-16T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"46";" ";"5782";NA;"kanskje";NA;"2006-02-28T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"47";NA;"5404";NA;"ikke_spesifisert";NA;"2006-03-01T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"48";NA;"5783";NA;"ikke_spesifisert";NA;"2006-03-02T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"15";" ";"5784";NA;"ikke_spesifisert";NA;"2006-03-02T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"4";" ";"5785";NA;"ikke_spesifisert";NA;"2006-03-02T10:00:00";"3";"lagting";NA;NA;"2005-2006"
"1.3";"49";NA;"5824";NA;"ikke_spesifisert";NA;"2006-03-03T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"50";" ";"5825";NA;"ja";NA;"2006-03-07T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"51";NA;"5408";NA;"ikke_spesifisert";NA;"2006-03-08T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"16";" ";"5827";NA;"ikke_spesifisert";NA;"2006-03-09T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"52";" ";"5826";NA;"ikke_spesifisert";NA;"2006-03-09T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"53";" ";"5828";NA;"kanskje";NA;"2006-03-14T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"17";" ";"5829";NA;"kanskje";NA;"2006-03-14T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"54";NA;"5411";NA;"ikke_spesifisert";NA;"2006-03-15T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"55";" ";"5830";NA;"kanskje";NA;"2006-03-16T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"18";" ";"5831";NA;"kanskje";NA;"2006-03-16T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"5";" ";"5832";NA;"kanskje";NA;"2006-03-16T10:00:00";"3";"lagting";NA;NA;"2005-2006"
"1.3";"56";NA;"5833";NA;"ikke_spesifisert";NA;"2006-03-28T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"57";" ";"5414";NA;"ikke_spesifisert";NA;"2006-03-29T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"58";NA;"5834";NA;"kanskje";NA;"2006-03-30T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"19";" ";"5835";NA;"kanskje";NA;"2006-03-30T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"59";" ";"5836";NA;"kanskje";NA;"2006-04-03T12:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"60";" ";"5837";NA;"kanskje";NA;"2006-04-04T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"20";" ";"5838";NA;"kanskje";NA;"2006-04-04T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"6";" ";"5839";NA;"kanskje";NA;"2006-04-04T10:00:00";"3";"lagting";NA;NA;"2005-2006"
"1.3";"61";NA;"5419";NA;"ikke_spesifisert";NA;"2006-04-05T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"62";" ";"5840";NA;"kanskje";NA;"2006-04-06T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"-1";NA;"-1";"Skjærtorsdag";"ikke_spesifisert";NA;"2006-04-13T00:00:00";"1";"ikke_spesifisert";NA;NA;"2005-2006"
"1.3";"-1";NA;"-1";"Langfredag";"ikke_spesifisert";NA;"2006-04-14T00:00:00";"1";"ikke_spesifisert";NA;NA;"2005-2006"
"1.3";"-1";NA;"-1";"Påskeaften";"ikke_spesifisert";NA;"2006-04-15T00:00:00";"1";"ikke_spesifisert";NA;NA;"2005-2006"
"1.3";"-1";NA;"-1";"Påskedag";"ikke_spesifisert";NA;"2006-04-16T00:00:00";"1";"ikke_spesifisert";NA;NA;"2005-2006"
"1.3";"-1";NA;"-1";"2. Påskedag";"ikke_spesifisert";NA;"2006-04-17T00:00:00";"1";"ikke_spesifisert";NA;NA;"2005-2006"
"1.3";"63";" ";"5841";NA;"kanskje";NA;"2006-04-25T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"21";" ";"5842";NA;"kanskje";NA;"2006-04-25T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"64";" ";"5423";NA;"ikke_spesifisert";NA;"2006-04-26T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"65";NA;"5843";NA;"ikke_spesifisert";NA;"2006-04-27T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"-1";NA;"-1";"Offentlig høytidsdag";"ikke_spesifisert";NA;"2006-05-01T00:00:00";"1";"ikke_spesifisert";NA;NA;"2005-2006"
"1.3";"66";" ";"5912";NA;"kanskje";NA;"2006-05-02T12:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"67";NA;"5426";NA;"ikke_spesifisert";NA;"2006-05-03T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"68";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 15.00 til dagens kart er ferdigbehandlet";"5914";NA;"ikke_spesifisert";NA;"2006-05-04T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"22";" ";"5915";NA;"ikke_spesifisert";NA;"2006-05-04T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"69";" ";"5916";NA;"ikke_spesifisert";NA;"2006-05-09T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"7";" ";"5917";NA;"ikke_spesifisert";NA;"2006-05-09T10:00:00";"2";"lagting";NA;NA;"2005-2006"
"1.3";"70";" ";"5429";NA;"ikke_spesifisert";NA;"2006-05-10T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"71";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 15.00 til dagens kart er ferdigbehandlet";"5918";NA;"ikke_spesifisert";NA;"2006-05-11T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"23";" ";"5919";NA;"ikke_spesifisert";NA;"2006-05-11T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"72";" ";"5920";NA;"ja";NA;"2006-05-15T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"73";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 15.00 til dagens kart er ferdigbehandlet";"5921";NA;"ikke_spesifisert";NA;"2006-05-16T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"24";" ";"5922";NA;"ikke_spesifisert";NA;"2006-05-16T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"-1";NA;"-1";"Grunnlovsdagen";"ikke_spesifisert";NA;"2006-05-17T00:00:00";"1";"ikke_spesifisert";NA;NA;"2005-2006"
"1.3";"74";" ";"5936";NA;"ja";NA;"2006-05-22T12:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"25";" ";"5937";NA;"ja";NA;"2006-05-22T12:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"75";" ";"5925";NA;"ja";NA;"2006-05-23T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"76";" ";"5435";NA;"ikke_spesifisert";NA;"2006-05-24T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"-1";NA;"-1";"Kr. Himmelfartsdag";"ikke_spesifisert";NA;"2006-05-25T00:00:00";"1";"ikke_spesifisert";NA;NA;"2005-2006"
"1.3";"77";" ";"5928";NA;"ja";NA;"2006-05-29T12:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"26";" ";"5929";NA;"ja";NA;"2006-05-29T12:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"78";" ";"5930";NA;"ikke_spesifisert";NA;"2006-05-30T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"79";NA;"5438";NA;"ikke_spesifisert";NA;"2006-05-31T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"80";" ";"5931";NA;"ikke_spesifisert";NA;"2006-06-01T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"27";" ";"5932";NA;"ikke_spesifisert";NA;"2006-06-01T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"8";" ";"5933";NA;"ikke_spesifisert";NA;"2006-06-01T10:00:00";"3";"lagting";NA;NA;"2005-2006"
"1.3";"81";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 15.00 til dagens kart er ferdigbehandlet";"5934";NA;"ikke_spesifisert";NA;"2006-06-02T10:00:00";"1";"storting";NA;NA;"2005-2006"
"1.3";"28";" ";"5935";NA;"ikke_spesifisert";NA;"2006-06-02T10:00:00";"2";"odelsting";NA;NA;"2005-2006"
"1.3";"-1";NA;"-1";"Pinseaften";"ikke_spesifisert";NA;"2006-06-03T00:00:00";"1";"ikke_spesifisert";NA;NA;"2005-2006"
"1.3";"-1";NA;"-1";"Pinsedag";"ikke_spesifisert";NA;"2006-06-04T00:00:00";"1";"ikke_spesifisert";NA;NA;"2005-2006"
"1.3";"-1";NA;"-1";"2. Pinsedag";"ikke_spesifisert";NA;"2006-06-05T00:00:00";"1";"ikke_spesifisert";NA;NA;"2005-2006"
"1.3";"82";" ";"5955";NA;"ikke_spesifisert";NA;"2006-06-06T10:00:00";"1";"storting";NA;NA;"2005-2006"
